# Registry dump
# Registry: minecraft:item
# Minecraft: 1.21.1
# Entries: 14351
# Generated: 2026-06-14T13:45:01.2298569+08:00

amendments:dragon_charge raw_id=8533 class=net.mehvahdjukaar.amendments.common.item.DragonChargeItem
immortalers_delight:evolutcorn_bread raw_id=10578 class=net.minecraft.world.item.Item
immortalers_delight:evolutcorn_chicken_burger raw_id=10736 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:evolutcorn_grain_bag raw_id=10426 class=net.minecraft.world.item.BlockItem
immortalers_delight:evolutcorn_grains raw_id=10546 class=net.minecraft.world.item.ItemNameBlockItem
immortalers_delight:evolutcorn_hard_candy raw_id=10575 class=com.renyigesai.immortalers_delight.item.food.ShieldLikeFoodItem
immortalers_delight:evolutcorn_honeycomb_cake raw_id=10722 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:evolutcorn_icecream raw_id=10726 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:evolutcorn_jiaozi raw_id=10579 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:evolutcorn_juice raw_id=10727 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:evolutcorn_millefeuille raw_id=10724 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:evolutcorn_paste raw_id=10577 class=net.minecraft.world.item.Item
immortalers_delight:evolutcorn_paste_bucket raw_id=10576 class=net.minecraft.world.item.Item
immortalers_delight:evolutcorn_pie_crust raw_id=10571 class=net.minecraft.world.item.Item
immortalers_delight:evolutcorn_pot_stickers raw_id=10725 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:exposed_ancient_stove raw_id=10419 class=net.minecraft.world.item.BlockItem
immortalers_delight:extra_spicy_pasta raw_id=10679 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:fried_sniffer_egg raw_id=10766 class=net.minecraft.world.item.Item
immortalers_delight:frosty_crown_mousse raw_id=10740 class=com.renyigesai.immortalers_delight.item.food.FrostyCrownMousseItem
immortalers_delight:frosty_crown_mousse_slice raw_id=10741 class=com.renyigesai.immortalers_delight.init.ImmortalersDelightItems$2
immortalers_delight:frozen_margarita_jelly raw_id=10742 class=com.renyigesai.immortalers_delight.item.food.NeedStrawDrinkItem
immortalers_delight:fruit_tea raw_id=10606 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:fry_kwat_wheat_doufu raw_id=10649 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:gelpitaya raw_id=10701 class=net.minecraft.world.item.Item
immortalers_delight:gelpitaya_flesh raw_id=10702 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:gelpitaya_icepop raw_id=10703 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:gelpitaya_seeds raw_id=10700 class=com.renyigesai.immortalers_delight.item.TooltipItemNameBlockItem
immortalers_delight:gelpitaya_tart raw_id=10704 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:giant_tart raw_id=10617 class=net.minecraft.world.item.BlockItem
immortalers_delight:giant_tart_slice raw_id=10618 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:gleeman_tear raw_id=10605 class=vectorwing.farmersdelight.common.item.DrinkableItem
immortalers_delight:glistering_fizz raw_id=10781 class=com.renyigesai.immortalers_delight.item.InebriatedToxicDrinkBlockItem
immortalers_delight:glistering_watermelon_juice raw_id=10738 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:golden_fabric raw_id=10658 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:golden_fabric_veil raw_id=10659 class=com.renyigesai.immortalers_delight.item.weapon.GoldenFabricArmor
immortalers_delight:golden_himekaido raw_id=10623 class=com.renyigesai.immortalers_delight.item.food.GoldenHimkaidoFoodItem
immortalers_delight:golden_kwat_toast raw_id=10643 class=com.renyigesai.immortalers_delight.item.food.GoldenToastItem
immortalers_delight:golden_kwat_toast_slice raw_id=10644 class=com.renyigesai.immortalers_delight.item.food.GoldenToastItem
immortalers_delight:green_tea_fizz raw_id=10782 class=com.renyigesai.immortalers_delight.item.InebriatedToxicDrinkBlockItem
immortalers_delight:grindstone_hammer raw_id=10671 class=com.renyigesai.immortalers_delight.item.weapon.GrindstoneHammerItem
immortalers_delight:hako_jiaozi raw_id=10721 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:hamburger_meat_sushi raw_id=10709 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:himekaido raw_id=10622 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:himekaido_boat raw_id=10453 class=com.renyigesai.immortalers_delight.item.ImmortalersBoatItem
immortalers_delight:himekaido_button raw_id=10450 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_cabinet raw_id=10442 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_chazuke raw_id=10621 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:himekaido_chest_boat raw_id=10454 class=com.renyigesai.immortalers_delight.item.ImmortalersChestBoatItem
immortalers_delight:himekaido_crate raw_id=10427 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_door raw_id=10445 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_fence raw_id=10447 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_fence_gate raw_id=10448 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_flowering_leaves raw_id=10439 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_fruited_leaves raw_id=10438 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_hanging_sign raw_id=10452 class=net.minecraft.world.item.HangingSignItem
immortalers_delight:himekaido_jelly raw_id=10625 class=com.renyigesai.immortalers_delight.init.ImmortalersDelightItems$1
immortalers_delight:himekaido_leaves raw_id=10440 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_log raw_id=10434 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_planks raw_id=10441 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_pressure_plate raw_id=10449 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_seed raw_id=10552 class=net.minecraft.world.item.ItemNameBlockItem
immortalers_delight:himekaido_sign raw_id=10451 class=net.minecraft.world.item.SignItem
immortalers_delight:himekaido_slab raw_id=10444 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_stairs raw_id=10443 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_trapdoor raw_id=10446 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_wood raw_id=10435 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_yogurt_pie raw_id=10615 class=net.minecraft.world.item.BlockItem
immortalers_delight:himekaido_yogurt_pie_slice raw_id=10616 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:himekandy raw_id=10626 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:hong_mei_ling raw_id=10710 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:hot_hi_soup raw_id=10680 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:hot_spring_bucket raw_id=10799 class=net.minecraft.world.item.BucketItem
immortalers_delight:ice_pearlip raw_id=10585 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:iced_black_tea raw_id=10598 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:iced_kwat_soup raw_id=10707 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:incandescence_sushi raw_id=10681 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:infested_gravel raw_id=10542 class=net.minecraft.world.item.BlockItem
immortalers_delight:infested_sand raw_id=10543 class=net.minecraft.world.item.BlockItem
immortalers_delight:jade_and_ruby_soup raw_id=10653 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:jeng_nanu raw_id=10729 class=com.renyigesai.immortalers_delight.item.weapon.PlaceableShieldItem
immortalers_delight:jeng_nanu_slice raw_id=10731 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:jvav_offee raw_id=10752 class=vectorwing.farmersdelight.common.item.DrinkableItem
immortalers_delight:ku_mesh_non raw_id=10728 class=com.renyigesai.immortalers_delight.item.food.ShieldLikeFoodItem
immortalers_delight:ku_mesh_non_slice raw_id=10730 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:kwat_pocket_sushi raw_id=10723 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:kwat_soup raw_id=10706 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:kwat_tofu_miso_soup raw_id=10716 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:kwat_wheat raw_id=10556 class=com.renyigesai.immortalers_delight.item.food.GasToxicFoodItem
immortalers_delight:kwat_wheat_block raw_id=10430 class=net.minecraft.world.item.BlockItem
immortalers_delight:kwat_wheat_doufu raw_id=10648 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:kwat_wheat_dough raw_id=10639 class=net.minecraft.world.item.Item
immortalers_delight:kwat_wheat_paste raw_id=10640 class=net.minecraft.world.item.Item
immortalers_delight:kwat_wheat_seeds raw_id=10555 class=net.minecraft.world.item.ItemNameBlockItem
immortalers_delight:kwat_wheat_seeds_bag raw_id=10433 class=net.minecraft.world.item.BlockItem
immortalers_delight:kwat_wheat_toast raw_id=10641 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:kwat_wheat_toast_slice raw_id=10642 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:large_column raw_id=10714 class=com.renyigesai.immortalers_delight.item.weapon.PlaceableShieldItem
immortalers_delight:large_column_slice raw_id=10715 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:leaf_green_tea raw_id=10602 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:leaf_tea raw_id=10595 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:leisamboo_block raw_id=10432 class=net.minecraft.world.item.BlockItem
immortalers_delight:leisamboo_button raw_id=10464 class=net.minecraft.world.item.BlockItem
immortalers_delight:leisamboo_cabinet raw_id=10456 class=net.minecraft.world.item.BlockItem
immortalers_delight:leisamboo_door raw_id=10459 class=net.minecraft.world.item.BlockItem
immortalers_delight:leisamboo_fence raw_id=10461 class=net.minecraft.world.item.BlockItem
immortalers_delight:leisamboo_fence_gate raw_id=10462 class=net.minecraft.world.item.BlockItem
immortalers_delight:leisamboo_hanging_sign raw_id=10466 class=net.minecraft.world.item.HangingSignItem
immortalers_delight:leisamboo_icecream raw_id=10720 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:leisamboo_planks raw_id=10455 class=net.minecraft.world.item.BlockItem
immortalers_delight:leisamboo_pressure_plate raw_id=10463 class=net.minecraft.world.item.BlockItem
immortalers_delight:leisamboo_sign raw_id=10465 class=net.minecraft.world.item.SignItem
immortalers_delight:leisamboo_slab raw_id=10458 class=net.minecraft.world.item.BlockItem
immortalers_delight:leisamboo_stairs raw_id=10457 class=net.minecraft.world.item.BlockItem
immortalers_delight:leisamboo_tea raw_id=10597 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:leisamboo_tea_cake raw_id=10609 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:leisamboo_trapdoor raw_id=10460 class=net.minecraft.world.item.BlockItem
immortalers_delight:lonely_spirit_wine raw_id=10735 class=com.renyigesai.immortalers_delight.item.food.ShieldLikeFoodItem
immortalers_delight:lu_chicken_legs raw_id=10695 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:mapo_doufu raw_id=10652 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:mashed_poisonous_potato raw_id=10612 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:mashed_poisonous_potato_with_jam raw_id=10614 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:mashed_potato_with_jam raw_id=10613 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:mashed_potatoes raw_id=10611 class=net.minecraft.world.item.Item
immortalers_delight:meaty_rotten_tomato_broth raw_id=10635 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:millenian_bamboo raw_id=10607 class=net.minecraft.world.item.BlockItem
immortalers_delight:moon_oil raw_id=10757 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:morning_fizz raw_id=10780 class=com.renyigesai.immortalers_delight.item.InebriatedToxicDrinkBlockItem
immortalers_delight:mossy_mud_brick raw_id=10529 class=net.minecraft.world.item.BlockItem
immortalers_delight:mossy_mud_brick_slab raw_id=10531 class=net.minecraft.world.item.BlockItem
immortalers_delight:mossy_mud_brick_stairs raw_id=10530 class=net.minecraft.world.item.BlockItem
immortalers_delight:mossy_mud_brick_wall raw_id=10532 class=net.minecraft.world.item.BlockItem
immortalers_delight:mud_tiles raw_id=10521 class=net.minecraft.world.item.BlockItem
immortalers_delight:mud_tiles_slab raw_id=10523 class=net.minecraft.world.item.BlockItem
immortalers_delight:mud_tiles_stairs raw_id=10522 class=net.minecraft.world.item.BlockItem
immortalers_delight:mud_tiles_wall raw_id=10524 class=net.minecraft.world.item.BlockItem
immortalers_delight:naan_baking_pit raw_id=10745 class=net.minecraft.world.item.BlockItem
immortalers_delight:nan_dough raw_id=10744 class=com.renyigesai.immortalers_delight.init.ImmortalersDelightItems$3
immortalers_delight:nether_bread_cream_soup raw_id=10645 class=net.minecraft.world.item.BlockItem
immortalers_delight:nether_cream_bread raw_id=10647 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:nether_cream_soup raw_id=10646 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:nether_kvass raw_id=10776 class=com.renyigesai.immortalers_delight.item.food.InebriatedToxicFoodItem
immortalers_delight:nether_soup raw_id=10696 class=com.renyigesai.immortalers_delight.item.food.InebriatedToxicFoodItem
immortalers_delight:old_beijing_chicken_roll raw_id=10759 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:onsen_tamago raw_id=10748 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:oxidized_ancient_stove raw_id=10421 class=net.minecraft.world.item.BlockItem
immortalers_delight:oxygrape raw_id=10762 class=net.minecraft.world.item.ItemNameBlockItem
immortalers_delight:oxygrape_evolutcorn_muffin raw_id=10764 class=net.minecraft.world.item.Item
immortalers_delight:oxyraisins raw_id=10763 class=net.minecraft.world.item.Item
immortalers_delight:packed_mud_slab raw_id=10539 class=net.minecraft.world.item.BlockItem
immortalers_delight:packed_mud_stairs raw_id=10538 class=net.minecraft.world.item.BlockItem
immortalers_delight:packed_mud_wall raw_id=10540 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip raw_id=10548 class=net.minecraft.world.item.ItemNameBlockItem
immortalers_delight:pearlip_beer raw_id=10713 class=com.renyigesai.immortalers_delight.item.food.NeedStrawDrinkItem
immortalers_delight:pearlip_bubble_milk raw_id=10589 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:pearlip_crate raw_id=10428 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_jelly raw_id=10583 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:pearlip_milk_shake raw_id=10580 class=vectorwing.farmersdelight.common.item.DrinkableItem
immortalers_delight:pearlip_pie raw_id=10572 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_pie_slice raw_id=10573 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:pearlip_pumpkin_pie raw_id=10581 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:pearlip_rice_roll_boat raw_id=10594 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_shell raw_id=10550 class=net.minecraft.world.item.Item
immortalers_delight:pearlip_shell_boat raw_id=10479 class=com.renyigesai.immortalers_delight.item.ImmortalersBoatItem
immortalers_delight:pearlip_shell_button raw_id=10476 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_shell_cabinet raw_id=10469 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_shell_chest_boat raw_id=10480 class=com.renyigesai.immortalers_delight.item.ImmortalersChestBoatItem
immortalers_delight:pearlip_shell_door raw_id=10471 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_shell_fence raw_id=10473 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_shell_fence_gate raw_id=10474 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_shell_hanging_sign raw_id=10478 class=net.minecraft.world.item.HangingSignItem
immortalers_delight:pearlip_shell_planks raw_id=10467 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_shell_pressure_plate raw_id=10475 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_shell_sign raw_id=10477 class=net.minecraft.world.item.SignItem
immortalers_delight:pearlip_shell_slab raw_id=10470 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_shell_stairs raw_id=10468 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlip_shell_trapdoor raw_id=10472 class=net.minecraft.world.item.BlockItem
immortalers_delight:pearlipearl raw_id=10549 class=net.minecraft.world.item.ItemNameBlockItem
immortalers_delight:pearlipearl_eggsteam raw_id=10582 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:pearlipearl_milk_green raw_id=10600 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:pearlipearl_milk_tea raw_id=10599 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:pearlipearl_tart raw_id=10584 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:peatic_musa_salad raw_id=10574 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:perfect_summer_ice raw_id=10587 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:pickled_sextlotus_root raw_id=10761 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:piglin_odori_sake raw_id=10778 class=com.renyigesai.immortalers_delight.item.InebriatedToxicDrinkBlockItem
immortalers_delight:pillager_knife raw_id=10669 class=com.renyigesai.immortalers_delight.item.weapon.PillagersKnifeItem
immortalers_delight:pitcher_plant_barbecue raw_id=10684 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:pitcher_plant_claypot_rice raw_id=10693 class=net.minecraft.world.item.BlockItem
immortalers_delight:pitcher_plant_jiao_zi raw_id=10689 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:pitcher_plant_shao_mai raw_id=10690 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:pitcher_pod_petal raw_id=10554 class=net.minecraft.world.item.Item
immortalers_delight:pitcher_sausage raw_id=10733 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:pitcher_sushi raw_id=10717 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:pod_petal_cheese_stick raw_id=10712 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:pod_shell_burger_meat raw_id=10685 class=net.minecraft.world.item.BlockItem
immortalers_delight:pod_shell_burger_meat_cube raw_id=10686 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:popolutcorn raw_id=10568 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:pufferfish_roll raw_id=10636 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:purgatory_ale raw_id=10777 class=com.renyigesai.immortalers_delight.item.InebriatedToxicDrinkBlockItem
immortalers_delight:rainbow_fizz raw_id=10784 class=com.renyigesai.immortalers_delight.item.InebriatedToxicDrinkBlockItem
immortalers_delight:raw_sniffer_slice raw_id=10660 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:raw_sniffer_steak raw_id=10769 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:raw_sniffer_tail raw_id=10767 class=net.minecraft.world.item.Item
immortalers_delight:red_stuffed_bun raw_id=10656 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:repeating_crossbow raw_id=10672 class=com.renyigesai.immortalers_delight.item.weapon.RepeatingCrossbowItem
immortalers_delight:roast_evolutcorn raw_id=10545 class=net.minecraft.world.item.Item
immortalers_delight:roast_evolutcorn_chops raw_id=10547 class=net.minecraft.world.item.Item
immortalers_delight:roasted_mushroom_pizza raw_id=10682 class=net.minecraft.world.item.BlockItem
immortalers_delight:roasted_mushroom_pizza_slice raw_id=10683 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:rotten_flesh_cuts raw_id=10553 class=net.minecraft.world.item.Item
immortalers_delight:rusty_ancient_blade raw_id=10667 class=com.renyigesai.immortalers_delight.item.ImmortalersKnifeItem
immortalers_delight:sachets raw_id=10665 class=com.renyigesai.immortalers_delight.item.SachetsItem
immortalers_delight:scarlet_devils_cake raw_id=10654 class=com.renyigesai.immortalers_delight.item.food.EdibleBlockFoodItem
immortalers_delight:scarlet_devils_cake_slice raw_id=10655 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:scarlet_gelato raw_id=10619 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:scarlet_sundae raw_id=10620 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:scavenger_spawn_egg raw_id=10798 class=net.neoforged.neoforge.common.DeferredSpawnEggItem
immortalers_delight:sealed_ancient_rations raw_id=10674 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:sextlotus_fizz raw_id=10783 class=com.renyigesai.immortalers_delight.item.InebriatedToxicDrinkBlockItem
immortalers_delight:sextlotus_lantern raw_id=10758 class=net.minecraft.world.item.BlockItem
immortalers_delight:sextlotus_leaf raw_id=10755 class=net.minecraft.world.item.Item
immortalers_delight:sextlotus_root raw_id=10753 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:sextlotus_root_cuts raw_id=10756 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:sextlotus_seeds raw_id=10754 class=com.renyigesai.immortalers_delight.item.TooltipItemNameBlockItem
immortalers_delight:shutorch raw_id=10732 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:skelverfish_ambusher_spawn_egg raw_id=10794 class=net.neoforged.neoforge.common.DeferredSpawnEggItem
immortalers_delight:skelverfish_bomber_spawn_egg raw_id=10795 class=net.neoforged.neoforge.common.DeferredSpawnEggItem
immortalers_delight:skelverfish_thrasher_spawn_egg raw_id=10796 class=net.neoforged.neoforge.common.DeferredSpawnEggItem
immortalers_delight:smashed_sextlotus_root raw_id=10760 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:sniffer_fur raw_id=10662 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:sniffer_fur_block raw_id=10512 class=net.minecraft.world.item.BlockItem
immortalers_delight:sniffer_fur_brush raw_id=10664 class=com.renyigesai.immortalers_delight.item.SnifferBrushItem
immortalers_delight:sniffer_fur_full_tatami_mat raw_id=10514 class=net.minecraft.world.item.BlockItem
immortalers_delight:sniffer_fur_half_tatami_mat raw_id=10515 class=net.minecraft.world.item.BlockItem
immortalers_delight:sniffer_fur_tatami raw_id=10513 class=net.minecraft.world.item.BlockItem
immortalers_delight:soul_tea raw_id=10708 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:sparkling_water raw_id=10765 class=vectorwing.farmersdelight.common.item.DrinkableItem
immortalers_delight:sparrow_wine raw_id=10785 class=com.renyigesai.immortalers_delight.item.food.InebriatedToxicFoodItem
immortalers_delight:spike_bar_base raw_id=10541 class=net.minecraft.world.item.BlockItem
immortalers_delight:spoon raw_id=10673 class=com.renyigesai.immortalers_delight.item.SpoonItem
immortalers_delight:stewed_rotten_meat_pot raw_id=10637 class=net.minecraft.world.item.BlockItem
immortalers_delight:sticky_beer raw_id=10773 class=com.renyigesai.immortalers_delight.item.InebriatedToxicDrinkBlockItem
immortalers_delight:stinky_doufu raw_id=10650 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:stone_pot raw_id=10787 class=net.minecraft.world.item.BlockItem
immortalers_delight:stone_pot_kwat_tofu_stew raw_id=10718 class=net.minecraft.world.item.BlockItem
immortalers_delight:stove_black_tea raw_id=10601 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:strange_armour_stand_spawn_egg raw_id=10797 class=net.neoforged.neoforge.common.DeferredSpawnEggItem
immortalers_delight:stripped_a_bush_log raw_id=10499 class=net.minecraft.world.item.BlockItem
immortalers_delight:stripped_a_bush_wood raw_id=10501 class=net.minecraft.world.item.BlockItem
immortalers_delight:stripped_ancient_wood raw_id=10484 class=net.minecraft.world.item.BlockItem
immortalers_delight:stripped_ancient_wood_log raw_id=10482 class=net.minecraft.world.item.BlockItem
immortalers_delight:stripped_himekaido_log raw_id=10437 class=net.minecraft.world.item.BlockItem
immortalers_delight:stripped_himekaido_wood raw_id=10436 class=net.minecraft.world.item.BlockItem
immortalers_delight:stripped_travastruggler_log raw_id=10517 class=net.minecraft.world.item.BlockItem
immortalers_delight:stuffed_poisonous_potato raw_id=10628 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:super_kwat_wheat_hamburger raw_id=10657 class=com.renyigesai.immortalers_delight.item.food.SuperKwatBurgerItem
immortalers_delight:suspicious_ash_pile raw_id=10746 class=net.minecraft.world.item.BlockItem
immortalers_delight:sutffed_kwat_wheat_doufu raw_id=10651 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:tartare_chicken raw_id=10632 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:tenchimuyo raw_id=10790 class=net.minecraft.world.item.BlockItem
immortalers_delight:this_side_down raw_id=10792 class=net.minecraft.world.item.BlockItem
immortalers_delight:torchflower_cake raw_id=10677 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:torchflower_cookie raw_id=10676 class=vectorwing.farmersdelight.common.item.ConsumableItem
immortalers_delight:torchflower_curry_rice raw_id=10678 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:torchflower_mustard raw_id=10675 class=net.minecraft.world.item.Item
immortalers_delight:trava_planks raw_id=10520 class=net.minecraft.world.item.BlockItem
immortalers_delight:travaplank raw_id=10562 class=net.minecraft.world.item.Item
immortalers_delight:travarice raw_id=10563 class=net.minecraft.world.item.ItemNameBlockItem
immortalers_delight:travastruggler_leaves raw_id=10518 class=net.minecraft.world.item.BlockItem
immortalers_delight:travastruggler_leaves_travarice raw_id=10519 class=net.minecraft.world.item.BlockItem
immortalers_delight:travastruggler_log raw_id=10516 class=net.minecraft.world.item.BlockItem
immortalers_delight:traveer raw_id=10779 class=com.renyigesai.immortalers_delight.item.food.InebriatedToxicFoodItem
immortalers_delight:tropical_fruity_cyclone raw_id=10591 class=com.renyigesai.immortalers_delight.item.PowerfulAbleFoodItem
immortalers_delight:twilight_gelato raw_id=10588 class=vectorwing.farmersdelight.common.item.ConsumableItem
