# Registry dump
# Registry: minecraft:block
# Minecraft: 1.21.1
# Entries: 10760
# Generated: 2026-06-14T13:47:24.1922436+08:00

amendments:carpet_slab raw_id=6642 class=net.mehvahdjukaar.amendments.common.block.CarpetSlabBlock
kaleidoscope_doll:doll_516 raw_id=1975 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_517 raw_id=1976 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_518 raw_id=1977 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_519 raw_id=1978 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_52 raw_id=1511 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_520 raw_id=1979 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_521 raw_id=1980 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_522 raw_id=1981 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_523 raw_id=1982 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_524 raw_id=1983 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_525 raw_id=1984 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_526 raw_id=1985 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_527 raw_id=1986 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_528 raw_id=1987 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_529 raw_id=1988 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_53 raw_id=1512 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_530 raw_id=1989 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_531 raw_id=1990 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_532 raw_id=1991 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_533 raw_id=1992 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_534 raw_id=1993 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_535 raw_id=1994 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_536 raw_id=1995 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_537 raw_id=1996 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_538 raw_id=1997 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_539 raw_id=1998 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_54 raw_id=1513 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_540 raw_id=1999 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_541 raw_id=2000 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_542 raw_id=2001 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_543 raw_id=2002 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_544 raw_id=2003 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_545 raw_id=2004 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_546 raw_id=2005 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_547 raw_id=2006 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_548 raw_id=2007 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_549 raw_id=2008 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_55 raw_id=1514 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_550 raw_id=2009 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_551 raw_id=2010 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_552 raw_id=2011 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_553 raw_id=2012 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_554 raw_id=2013 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_555 raw_id=2014 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_556 raw_id=2015 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_557 raw_id=2016 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_558 raw_id=2017 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_559 raw_id=2018 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_56 raw_id=1515 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_560 raw_id=2019 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_561 raw_id=2020 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_562 raw_id=2021 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_563 raw_id=2022 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_564 raw_id=2023 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_565 raw_id=2024 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_566 raw_id=2025 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_567 raw_id=2026 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_568 raw_id=2027 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_569 raw_id=2028 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_57 raw_id=1516 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_570 raw_id=2029 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_571 raw_id=2030 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_572 raw_id=2031 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_573 raw_id=2032 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_574 raw_id=2033 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_575 raw_id=2034 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_576 raw_id=2035 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_577 raw_id=2036 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_578 raw_id=2037 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_579 raw_id=2038 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_58 raw_id=1517 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_580 raw_id=2039 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_581 raw_id=2040 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_582 raw_id=2041 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_583 raw_id=2042 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_584 raw_id=2043 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_585 raw_id=2044 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_586 raw_id=2045 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_587 raw_id=2046 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_588 raw_id=2047 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_589 raw_id=2048 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_59 raw_id=1518 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_590 raw_id=2049 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_591 raw_id=2050 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_592 raw_id=2051 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_593 raw_id=2052 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_594 raw_id=2053 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_595 raw_id=2054 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_596 raw_id=2055 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_597 raw_id=2056 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_598 raw_id=2057 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_599 raw_id=2058 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_6 raw_id=1465 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_60 raw_id=1519 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_600 raw_id=2059 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_601 raw_id=2060 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_602 raw_id=2061 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_603 raw_id=2062 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_604 raw_id=2063 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_605 raw_id=2064 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_606 raw_id=2065 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_607 raw_id=2066 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_608 raw_id=2067 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_609 raw_id=2068 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_61 raw_id=1520 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_610 raw_id=2069 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_611 raw_id=2070 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_612 raw_id=2071 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_613 raw_id=2072 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_614 raw_id=2073 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_615 raw_id=2074 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_616 raw_id=2075 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_617 raw_id=2076 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_618 raw_id=2077 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_619 raw_id=2078 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_62 raw_id=1521 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_620 raw_id=2079 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_621 raw_id=2080 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_622 raw_id=2081 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_623 raw_id=2082 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_624 raw_id=2083 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_625 raw_id=2084 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_626 raw_id=2085 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_627 raw_id=2086 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_628 raw_id=2087 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_629 raw_id=2088 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_63 raw_id=1522 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_630 raw_id=2089 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_631 raw_id=2090 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_632 raw_id=2091 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_633 raw_id=2092 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_634 raw_id=2093 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_635 raw_id=2094 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_636 raw_id=2095 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_637 raw_id=2096 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_638 raw_id=2097 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_639 raw_id=2098 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_64 raw_id=1523 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_640 raw_id=2099 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_641 raw_id=2100 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_642 raw_id=2101 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_643 raw_id=2102 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_644 raw_id=2103 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_645 raw_id=2104 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_646 raw_id=2105 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_647 raw_id=2106 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_648 raw_id=2107 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_649 raw_id=2108 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_65 raw_id=1524 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_650 raw_id=2109 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_651 raw_id=2110 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_652 raw_id=2111 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_653 raw_id=2112 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_654 raw_id=2113 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_655 raw_id=2114 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_656 raw_id=2115 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_657 raw_id=2116 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_658 raw_id=2117 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_659 raw_id=2118 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_66 raw_id=1525 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_660 raw_id=2119 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_661 raw_id=2120 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_662 raw_id=2121 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_663 raw_id=2122 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_664 raw_id=2123 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_665 raw_id=2124 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_666 raw_id=2125 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_667 raw_id=2126 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_668 raw_id=2127 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_669 raw_id=2128 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_67 raw_id=1526 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_670 raw_id=2129 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_671 raw_id=2130 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_672 raw_id=2131 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_673 raw_id=2132 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_674 raw_id=2133 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_675 raw_id=2134 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_676 raw_id=2135 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_677 raw_id=2136 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_678 raw_id=2137 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_679 raw_id=2138 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_68 raw_id=1527 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_680 raw_id=2139 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_681 raw_id=2140 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_682 raw_id=2141 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_683 raw_id=2142 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_684 raw_id=2143 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_685 raw_id=2144 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_686 raw_id=2145 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_687 raw_id=2146 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_688 raw_id=2147 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_689 raw_id=2148 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_69 raw_id=1528 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_690 raw_id=2149 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_691 raw_id=2150 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_692 raw_id=2151 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_693 raw_id=2152 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_7 raw_id=1466 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_70 raw_id=1529 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_71 raw_id=1530 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_72 raw_id=1531 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_73 raw_id=1532 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_74 raw_id=1533 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_75 raw_id=1534 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_76 raw_id=1535 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_77 raw_id=1536 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_78 raw_id=1537 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_79 raw_id=1538 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_8 raw_id=1467 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_80 raw_id=1539 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_81 raw_id=1540 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_82 raw_id=1541 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_83 raw_id=1542 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_84 raw_id=1543 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_85 raw_id=1544 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_86 raw_id=1545 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_87 raw_id=1546 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_88 raw_id=1547 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_89 raw_id=1548 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_9 raw_id=1468 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_90 raw_id=1549 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_91 raw_id=1550 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_92 raw_id=1551 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_93 raw_id=1552 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_94 raw_id=1553 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_95 raw_id=1554 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_96 raw_id=1555 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_97 raw_id=1556 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_98 raw_id=1557 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_99 raw_id=1558 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_doll:doll_machine raw_id=1453 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollMachineBlock
kaleidoscope_doll:green_doll_gift_box raw_id=1455 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollGiftBoxBlock
kaleidoscope_doll:purple_doll_gift_box raw_id=1454 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollGiftBoxBlock
kaleidoscope_doll:yellow_doll_gift_box raw_id=1456 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollGiftBoxBlock
kaleidoscope_end:chorus_flower_tea raw_id=10156 class=com.github.ysbbbbbb.kaleidoscopecookery.block.drink.TeacupBlock
kaleidoscope_end:dark_dragon_egg_stew raw_id=10110 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_end:dark_dragon_steak raw_id=10105 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_end:dragon_egg_custard raw_id=10111 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
